lat,lng,province,province_id,region,region_id,month,season,hazard_type,hazard_type_id,base_flood_risk,base_landslide_risk,base_storm_risk,seasonal_multiplier,risk_level
22.198076,104.492495,Yên Bái,4,north,0,4,0,landslide,1,4,4,2,0.3,1
10.350838,105.977885,Đồng Tháp,55,south,3,9,2,flood,0,5,1,1,1.0,5
12.436394,109.037976,Khánh Hòa,36,central,1,5,1,storm,2,4,2,4,0.3,1
13.768454,107.946272,Gia Lai,40,highlands,2,5,1,landslide,1,3,3,2,0.5,1
10.358913,107.211038,Bà Rịa-Vũng Tàu,49,south,3,4,0,flood,0,3,1,2,0.3,1
20.644547,106.33115,Hải Phòng,1,north,0,9,2,landslide,1,4,1,3,1.0,1
21.121679,106.130082,Hưng Yên,20,north,0,12,1,landslide,1,3,1,2,0.4,1
9.639538,106.114787,Trà Vinh,53,south,3,5,1,storm,2,4,1,2,0.3,1
11.240949,106.320362,TP.HCM,44,south,3,1,0,flood,0,4,1,2,0.3,2
20.148873,105.453154,Hà Nam,22,north,0,8,2,flood,0,3,1,2,0.8,2
10.44477,106.868967,Bà Rịa-Vũng Tàu,49,south,3,7,2,landslide,1,3,1,2,0.7,1
15.466374,108.001088,Quảng Nam,32,central,1,3,0,flood,0,5,4,5,0.2,1
10.66356,106.839166,Bến Tre,52,south,3,5,1,storm,2,4,1,2,0.3,1
19.63883,105.241783,Nghệ An,26,central,1,8,2,landslide,1,5,4,4,0.8,3
10.375398,106.479707,Bến Tre,52,south,3,7,2,landslide,1,4,1,2,0.7,1
22.357995,103.594425,Lai Châu,7,north,0,6,2,landslide,1,4,5,1,0.6,3
21.205743,105.709615,Thái Nguyên,9,north,0,5,1,landslide,1,3,2,2,0.5,1
20.98373,106.24,Hà Nội,0,north,0,8,2,storm,2,3,1,2,0.7,1
15.344321,108.522852,Quảng Nam,32,central,1,1,0,landslide,1,5,4,5,0.3,1
22.222764,106.008248,Cao Bằng,11,north,0,3,0,flood,0,3,4,2,0.2,1
9.758701,106.69172,Trà Vinh,53,south,3,11,1,landslide,1,4,1,2,0.8,1
9.197473,105.552593,Cà Mau,62,south,3,10,2,flood,0,4,1,2,1.0,4
14.439222,108.490451,Kon Tum,39,highlands,2,11,1,landslide,1,3,4,2,0.8,3
9.377524,105.901432,Bạc Liêu,61,south,3,4,0,storm,2,4,1,2,0.2,1
21.752676,105.862701,Bắc Giang,17,north,0,11,1,landslide,1,3,2,2,0.8,1
20.920897,106.304834,Hưng Yên,20,north,0,11,1,landslide,1,3,1,2,0.8,1
9.993176,106.787198,Bà Rịa-Vũng Tàu,49,south,3,10,2,storm,2,3,1,2,1.0,2
22.238006,105.621942,Bắc Kạn,12,north,0,11,1,flood,0,3,4,2,0.9,3
10.774122,104.662854,An Giang,56,south,3,8,2,storm,2,5,1,1,0.7,1
20.970378,105.725011,Vĩnh Phúc,16,north,0,3,0,storm,2,2,1,2,0.1,1
21.19758,105.669312,Hòa Bình,8,north,0,5,1,storm,2,3,4,2,0.3,1
21.614806,105.653089,Phú Thọ,15,north,0,12,1,storm,2,3,2,2,0.4,1
21.638731,105.894275,Bắc Ninh,18,north,0,9,2,flood,0,2,1,2,1.0,2
13.56705,109.377762,Bình Định,34,central,1,10,2,landslide,1,4,3,4,1.0,3
22.725356,103.309541,Lai Châu,7,north,0,4,0,flood,0,4,5,1,0.3,1
22.960167,105.234976,Hà Giang,14,north,0,11,1,flood,0,4,5,1,0.9,3
17.566249,107.084995,Quảng Bình,28,central,1,5,1,landslide,1,5,4,5,0.5,2
17.127808,107.172139,Quảng Trị,29,central,1,6,2,flood,0,5,4,5,0.6,3
20.780406,106.178569,Hà Nội,0,north,0,11,1,storm,2,3,1,2,0.8,1
21.060653,104.239648,Sơn La,6,north,0,6,2,storm,2,3,5,2,0.5,1
11.145976,107.650566,Bình Thuận,38,central,1,4,0,flood,0,3,2,3,0.3,1
11.793583,106.230045,Tây Ninh,46,south,3,7,2,storm,2,2,1,1,0.6,1
21.085243,106.589353,Hải Dương,19,north,0,2,0,flood,0,3,1,2,0.2,1
10.463889,105.832626,Vĩnh Long,54,south,3,11,1,flood,0,4,1,1,0.9,4
21.873224,106.67092,Lạng Sơn,10,north,0,2,0,landslide,1,3,3,2,0.2,1
8.751466,105.398505,Cà Mau,62,south,3,3,0,flood,0,4,1,2,0.2,1
10.873406,106.160243,Đồng Tháp,55,south,3,12,1,storm,2,5,1,1,0.4,1
21.010216,106.472038,Bắc Ninh,18,north,0,7,2,storm,2,2,1,2,0.6,1
15.973887,108.083097,Quảng Nam,32,central,1,1,0,flood,0,5,4,5,0.3,1
21.401044,106.903497,Quảng Ninh,2,north,0,8,2,flood,0,3,2,3,0.8,3
15.164243,108.223778,Quảng Nam,32,central,1,5,1,landslide,1,5,4,5,0.5,2
11.908364,107.646025,Đắk Nông,42,highlands,2,9,2,storm,2,3,4,2,0.9,2
10.338994,105.831471,Cần Thơ,58,south,3,2,0,landslide,1,4,1,1,0.2,1
22.741367,106.508629,Cao Bằng,11,north,0,11,1,landslide,1,3,4,2,0.8,4
20.107325,105.562687,Thanh Hóa,25,central,1,5,1,landslide,1,5,3,4,0.5,2
11.946242,107.935636,Đắk Nông,42,highlands,2,3,0,storm,2,3,4,2,0.1,1
9.077833,105.913071,Bạc Liêu,61,south,3,11,1,storm,2,4,1,2,0.8,1
21.914557,105.563255,Bắc Kạn,12,north,0,8,2,storm,2,3,4,2,0.7,2
13.905955,108.242515,Gia Lai,40,highlands,2,10,2,flood,0,3,3,2,1.0,3
12.619033,107.291926,Đắk Nông,42,highlands,2,6,2,storm,2,3,4,2,0.5,1
21.423144,105.4223,Tuyên Quang,13,north,0,11,1,landslide,1,3,3,2,0.8,2
10.421444,106.283146,Vĩnh Long,54,south,3,12,1,landslide,1,4,1,1,0.4,1
10.100369,105.913092,Cần Thơ,58,south,3,12,1,landslide,1,4,1,1,0.4,1
22.512254,104.20651,Lào Cai,3,north,0,1,0,storm,2,4,5,2,0.2,1
13.424569,109.026614,Bình Định,34,central,1,12,1,storm,2,4,3,4,0.4,2
10.46161,106.027362,Tiền Giang,51,south,3,1,0,flood,0,4,1,2,0.3,1
22.518865,104.186506,Lào Cai,3,north,0,3,0,flood,0,4,5,2,0.2,1
14.233034,108.471898,Kon Tum,39,highlands,2,7,2,flood,0,3,4,2,0.7,2
21.221286,105.597108,Phú Thọ,15,north,0,8,2,landslide,1,3,2,2,0.8,1
11.277927,106.513385,TP.HCM,44,south,3,7,2,flood,0,4,1,2,0.7,3
21.583484,104.755556,Phú Thọ,15,north,0,2,0,landslide,1,3,2,2,0.2,1
21.004358,102.587367,Điện Biên,5,north,0,3,0,flood,0,3,4,1,0.2,1
9.602953,105.740062,Sóc Trăng,60,south,3,6,2,flood,0,4,1,2,0.6,3
19.999055,106.455745,Nam Định,23,north,0,6,2,flood,0,4,1,3,0.6,2
21.619748,105.032704,Tuyên Quang,13,north,0,5,1,storm,2,3,3,2,0.3,1
22.569818,104.335432,Lào Cai,3,north,0,7,2,flood,0,4,5,2,0.7,3
11.223864,106.757075,Bình Dương,47,south,3,11,1,storm,2,3,1,1,0.8,1
21.069242,103.240496,Điện Biên,5,north,0,4,0,storm,2,3,4,1,0.2,1
22.449336,104.013488,Lào Cai,3,north,0,7,2,storm,2,4,5,2,0.6,2
9.16007,105.722182,Bạc Liêu,61,south,3,3,0,storm,2,4,1,2,0.1,1
23.301829,104.969255,Hà Giang,14,north,0,3,0,landslide,1,4,5,1,0.2,1
20.803054,107.012707,Quảng Ninh,2,north,0,10,2,landslide,1,3,2,3,1.0,2
9.884173,105.995597,Hậu Giang,59,south,3,8,2,flood,0,4,1,1,0.8,3
22.1893,103.667103,Lào Cai,3,north,0,8,2,landslide,1,4,5,2,0.8,4
21.162053,102.833459,Điện Biên,5,north,0,1,0,storm,2,3,4,1,0.2,1
9.68485,105.189233,Kiên Giang,57,south,3,7,2,flood,0,4,1,2,0.7,2
20.725176,105.532262,Hòa Bình,8,north,0,9,2,flood,0,3,4,2,1.0,3
9.165485,105.296369,Cà Mau,62,south,3,9,2,storm,2,4,1,2,0.9,2
9.483933,105.575356,Hậu Giang,59,south,3,12,1,storm,2,4,1,1,0.4,1
21.695301,103.067827,Điện Biên,5,north,0,9,2,flood,0,3,4,1,1.0,3
14.177863,107.571802,Gia Lai,40,highlands,2,5,1,flood,0,3,3,2,0.5,2
10.678024,105.419006,Đồng Tháp,55,south,3,11,1,landslide,1,5,1,1,0.8,1
16.050318,108.590831,Quảng Nam,32,central,1,10,2,storm,2,5,4,5,1.0,5
10.91188,105.764463,Tây Ninh,46,south,3,8,2,storm,2,2,1,1,0.7,1
21.639937,105.306234,Phú Thọ,15,north,0,11,1,landslide,1,3,2,2,0.8,1
13.543378,107.761324,Gia Lai,40,highlands,2,5,1,storm,2,3,3,2,0.3,1
21.49701,105.745701,Bắc Ninh,18,north,0,4,0,landslide,1,2,1,2,0.3,1
11.692256,106.357501,Bình Dương,47,south,3,12,1,storm,2,3,1,1,0.4,1
20.899413,103.701508,Sơn La,6,north,0,11,1,flood,0,3,5,2,0.9,2
22.215328,106.299208,Bắc Kạn,12,north,0,8,2,storm,2,3,4,2,0.7,2
20.507905,106.117777,Hà Nam,22,north,0,11,1,flood,0,3,1,2,0.9,3
12.750145,107.413635,Đắk Nông,42,highlands,2,9,2,flood,0,3,4,2,1.0,3
13.317494,109.713323,Bình Định,34,central,1,6,2,storm,2,4,3,4,0.5,2
11.513648,108.443445,Lâm Đồng,43,highlands,2,5,1,flood,0,3,4,2,0.5,1
11.954384,109.372691,Khánh Hòa,36,central,1,6,2,storm,2,4,2,4,0.5,2
21.215879,106.80125,Hải Dương,19,north,0,9,2,landslide,1,3,1,2,1.0,1
20.432533,107.067686,Hải Phòng,1,north,0,4,0,landslide,1,4,1,3,0.3,1
19.993709,106.593932,Thái Bình,21,north,0,2,0,storm,2,4,1,3,0.1,1
21.893736,106.818168,Lạng Sơn,10,north,0,6,2,storm,2,3,3,2,0.5,1
21.848043,105.457172,Bắc Kạn,12,north,0,4,0,landslide,1,3,4,2,0.3,2
22.40625,104.562855,Hà Giang,14,north,0,1,0,flood,0,4,5,1,0.3,1
12.408352,108.41232,Lâm Đồng,43,highlands,2,2,0,landslide,1,3,4,2,0.2,1
20.67348,105.968483,Hà Nam,22,north,0,6,2,landslide,1,3,1,2,0.6,1
12.796345,108.534834,Đắk Lắk,41,highlands,2,4,0,flood,0,3,3,2,0.3,1
11.69241,106.304687,Bình Dương,47,south,3,11,1,landslide,1,3,1,1,0.8,1
20.856351,106.328516,Hà Nam,22,north,0,2,0,landslide,1,3,1,2,0.2,1
21.271298,105.494879,Phú Thọ,15,north,0,3,0,flood,0,3,2,2,0.2,1
9.674559,106.174395,Sóc Trăng,60,south,3,8,2,storm,2,4,1,2,0.7,1
12.617894,108.742479,Khánh Hòa,36,central,1,9,2,storm,2,4,2,4,0.9,4
8.884325,105.505675,Cà Mau,62,south,3,5,1,flood,0,4,1,2,0.5,2
10.516797,105.535168,Đồng Tháp,55,south,3,3,0,storm,2,5,1,1,0.1,1
10.441052,105.81874,Cần Thơ,58,south,3,11,1,storm,2,4,1,1,0.8,1
10.04067,107.207262,Bà Rịa-Vũng Tàu,49,south,3,1,0,landslide,1,3,1,2,0.3,1
10.624784,106.762494,Tiền Giang,51,south,3,1,0,landslide,1,4,1,2,0.3,1
20.895363,106.193559,Bắc Giang,17,north,0,1,0,storm,2,3,2,2,0.2,1
13.899157,109.11675,Bình Định,34,central,1,8,2,landslide,1,4,3,4,0.8,3
21.982417,106.915091,Lạng Sơn,10,north,0,3,0,storm,2,3,3,2,0.1,1
21.226187,103.466263,Sơn La,6,north,0,9,2,storm,2,3,5,2,0.9,2
11.957623,108.394831,Lâm Đồng,43,highlands,2,1,0,flood,0,3,4,2,0.3,1
9.389885,105.556661,Cà Mau,62,south,3,4,0,landslide,1,4,1,2,0.3,1
22.073077,106.327167,Bắc Kạn,12,north,0,4,0,landslide,1,3,4,2,0.3,1
20.413812,105.965137,Nam Định,23,north,0,12,1,storm,2,4,1,3,0.4,1
16.911076,107.59425,Thừa Thiên Huế,30,central,1,8,2,storm,2,5,4,5,0.7,4
11.446599,106.529974,Bình Dương,47,south,3,10,2,flood,0,3,1,1,1.0,3
11.20981,106.291293,Bình Dương,47,south,3,8,2,landslide,1,3,1,1,0.8,1
21.812747,106.317584,Bắc Kạn,12,north,0,6,2,landslide,1,3,4,2,0.6,2
20.747064,106.338702,Thái Bình,21,north,0,12,1,landslide,1,4,1,3,0.4,1
22.075078,103.888114,Lào Cai,3,north,0,1,0,landslide,1,4,5,2,0.3,1
20.727951,105.093862,Hòa Bình,8,north,0,4,0,storm,2,3,4,2,0.2,1
21.287249,105.832122,Bắc Giang,17,north,0,8,2,storm,2,3,2,2,0.7,1
19.5272,105.369403,Nghệ An,26,central,1,8,2,storm,2,5,4,4,0.7,3
20.76576,106.045726,Bắc Ninh,18,north,0,4,0,storm,2,2,1,2,0.2,1
16.818852,107.557062,Thừa Thiên Huế,30,central,1,10,2,storm,2,5,4,5,1.0,5
22.066023,103.301236,Lai Châu,7,north,0,5,1,landslide,1,4,5,1,0.5,3
9.6568,106.374564,Sóc Trăng,60,south,3,6,2,landslide,1,4,1,2,0.6,1
10.906172,105.894664,Tây Ninh,46,south,3,3,0,storm,2,2,1,1,0.1,1
18.251478,106.278486,Hà Tĩnh,27,central,1,4,0,landslide,1,5,3,5,0.3,1
9.647038,105.384761,Hậu Giang,59,south,3,2,0,storm,2,4,1,1,0.1,1
21.766963,106.313868,Bắc Kạn,12,north,0,2,0,storm,2,3,4,2,0.1,1
20.532397,107.063408,Quảng Ninh,2,north,0,12,1,flood,0,3,2,3,0.5,1
10.231853,105.477133,An Giang,56,south,3,11,1,flood,0,5,1,1,0.9,4
11.329827,106.549013,Tây Ninh,46,south,3,5,1,storm,2,2,1,1,0.3,1
10.038626,104.6763,An Giang,56,south,3,10,2,flood,0,5,1,1,1.0,5
10.9906,106.121741,Tây Ninh,46,south,3,6,2,storm,2,2,1,1,0.5,1
9.18596,105.406998,Bạc Liêu,61,south,3,10,2,storm,2,4,1,2,1.0,2
22.040615,104.121936,Lào Cai,3,north,0,10,2,flood,0,4,5,2,1.0,4
11.538123,106.526899,Tây Ninh,46,south,3,8,2,storm,2,2,1,1,0.7,1
21.664343,106.692836,Bắc Giang,17,north,0,2,0,landslide,1,3,2,2,0.2,1
18.811812,105.899475,Hà Tĩnh,27,central,1,8,2,flood,0,5,3,5,0.8,4
16.979996,106.768704,Quảng Trị,29,central,1,5,1,flood,0,5,4,5,0.5,3
23.231943,105.343837,Hà Giang,14,north,0,5,1,landslide,1,4,5,1,0.5,3
21.870382,105.476021,Bắc Kạn,12,north,0,6,2,storm,2,3,4,2,0.5,1
9.74733,105.304548,Cần Thơ,58,south,3,1,0,flood,0,4,1,1,0.3,2
21.785074,104.876908,Phú Thọ,15,north,0,9,2,storm,2,3,2,2,0.9,2
16.204969,108.24331,Đà Nẵng,31,central,1,6,2,storm,2,4,2,4,0.5,2
10.121839,105.6461,Cần Thơ,58,south,3,1,0,landslide,1,4,1,1,0.3,1
11.048769,106.856729,Bình Dương,47,south,3,1,0,storm,2,3,1,1,0.2,1
11.884254,106.387178,Bình Phước,45,south,3,12,1,flood,0,2,2,1,0.5,1
18.407766,105.903942,Hà Tĩnh,27,central,1,7,2,storm,2,5,3,5,0.6,3
12.753958,109.105107,Khánh Hòa,36,central,1,8,2,flood,0,4,2,4,0.8,4
11.332674,105.913239,Tây Ninh,46,south,3,2,0,flood,0,2,1,1,0.2,1
10.752852,107.943263,Bình Thuận,38,central,1,12,1,storm,2,3,2,3,0.4,1
10.211911,105.596338,Cần Thơ,58,south,3,3,0,storm,2,4,1,1,0.1,1
14.719973,107.661404,Kon Tum,39,highlands,2,10,2,flood,0,3,4,2,1.0,3
20.657181,106.899289,Hải Phòng,1,north,0,7,2,landslide,1,4,1,3,0.7,1
21.356989,104.838299,Phú Thọ,15,north,0,7,2,landslide,1,3,2,2,0.7,1
10.844344,106.307939,Bình Dương,47,south,3,6,2,flood,0,3,1,1,0.6,1
19.817444,106.173208,Thanh Hóa,25,central,1,1,0,landslide,1,5,3,4,0.3,1
20.325358,105.912549,Thái Bình,21,north,0,8,2,flood,0,4,1,3,0.8,3
22.858399,104.765952,Hà Giang,14,north,0,10,2,flood,0,4,5,1,1.0,4
10.636615,106.701791,Bà Rịa-Vũng Tàu,49,south,3,3,0,flood,0,3,1,2,0.2,1
21.640473,106.117201,Bắc Ninh,18,north,0,5,1,storm,2,2,1,2,0.3,1
12.213752,107.971827,Đắk Nông,42,highlands,2,9,2,landslide,1,3,4,2,1.0,4
11.292438,106.860197,Bình Dương,47,south,3,3,0,storm,2,3,1,1,0.1,1
9.133302,105.903111,Bạc Liêu,61,south,3,11,1,flood,0,4,1,2,0.9,4
10.160714,105.356446,An Giang,56,south,3,6,2,landslide,1,5,1,1,0.6,1
21.75427,106.86727,Lạng Sơn,10,north,0,5,1,storm,2,3,3,2,0.3,1
9.710485,105.853391,Hậu Giang,59,south,3,12,1,flood,0,4,1,1,0.5,2
22.431663,104.393825,Lào Cai,3,north,0,8,2,storm,2,4,5,2,0.7,1
20.458698,106.222276,Thái Bình,21,north,0,4,0,storm,2,4,1,3,0.2,1
22.834371,105.915688,Cao Bằng,11,north,0,9,2,landslide,1,3,4,2,1.0,4
20.669761,106.410366,Nam Định,23,north,0,9,2,flood,0,4,1,3,1.0,4
14.908295,108.97191,Quảng Ngãi,33,central,1,9,2,landslide,1,5,3,4,1.0,3
15.201671,109.212749,Quảng Ngãi,33,central,1,11,1,flood,0,5,3,4,0.9,4
21.944732,103.369992,Lai Châu,7,north,0,10,2,storm,2,4,5,1,1.0,1
10.051726,105.553045,Vĩnh Long,54,south,3,4,0,flood,0,4,1,1,0.3,1
10.380479,106.112766,Cần Thơ,58,south,3,2,0,storm,2,4,1,1,0.1,1
22.036251,104.136162,Lào Cai,3,north,0,7,2,landslide,1,4,5,2,0.7,3
9.734066,105.835315,Cần Thơ,58,south,3,11,1,landslide,1,4,1,1,0.8,1
12.425963,108.20302,Đắk Lắk,41,highlands,2,8,2,flood,0,3,3,2,0.8,3
20.625755,107.133471,Quảng Ninh,2,north,0,6,2,landslide,1,3,2,3,0.6,1
13.515018,109.09936,Bình Định,34,central,1,1,0,flood,0,4,3,4,0.3,1
9.169668,105.868376,Sóc Trăng,60,south,3,9,2,storm,2,4,1,2,0.9,1
20.622842,106.354864,Ninh Bình,24,north,0,10,2,flood,0,4,2,2,1.0,4
10.605528,105.826814,Vĩnh Long,54,south,3,5,1,storm,2,4,1,1,0.3,1
9.744304,105.480519,Hậu Giang,59,south,3,9,2,flood,0,4,1,1,1.0,4
10.219689,106.684121,Long An,50,south,3,4,0,storm,2,4,1,1,0.2,1
21.244656,105.176249,Vĩnh Phúc,16,north,0,10,2,landslide,1,2,1,2,1.0,1
22.227139,105.604898,Tuyên Quang,13,north,0,8,2,storm,2,3,3,2,0.7,1
11.5579,107.070098,Đồng Nai,48,south,3,2,0,landslide,1,3,1,2,0.2,1
11.599345,107.038085,Bình Phước,45,south,3,6,2,landslide,1,2,2,1,0.6,1
12.285195,108.380863,Lâm Đồng,43,highlands,2,5,1,flood,0,3,4,2,0.5,1
22.576264,106.090374,Bắc Kạn,12,north,0,2,0,landslide,1,3,4,2,0.2,1
20.061659,105.371874,Thanh Hóa,25,central,1,3,0,landslide,1,5,3,4,0.2,1
21.064989,107.035697,Quảng Ninh,2,north,0,12,1,landslide,1,3,2,3,0.4,1
15.487258,108.697328,Quảng Nam,32,central,1,5,1,storm,2,5,4,5,0.3,2
15.910584,108.361564,Đà Nẵng,31,central,1,2,0,storm,2,4,2,4,0.1,1
15.589521,109.239432,Quảng Ngãi,33,central,1,11,1,storm,2,5,3,4,0.8,3
21.325202,106.580523,Hải Dương,19,north,0,9,2,flood,0,3,1,2,1.0,3
22.571824,104.765201,Hà Giang,14,north,0,9,2,landslide,1,4,5,1,1.0,5
17.951362,106.222168,Quảng Bình,28,central,1,4,0,flood,0,5,4,5,0.3,1
16.456744,108.096232,Đà Nẵng,31,central,1,2,0,landslide,1,4,2,4,0.2,1
19.902991,106.316655,Ninh Bình,24,north,0,5,1,flood,0,4,2,2,0.5,2
14.001203,109.683381,Bình Định,34,central,1,4,0,landslide,1,4,3,4,0.3,1
21.191239,105.977536,Bắc Giang,17,north,0,1,0,landslide,1,3,2,2,0.3,1
12.006187,108.79493,Lâm Đồng,43,highlands,2,9,2,flood,0,3,4,2,1.0,3
21.141334,103.450716,Sơn La,6,north,0,5,1,storm,2,3,5,2,0.3,1
20.434227,106.321397,Hưng Yên,20,north,0,1,0,storm,2,3,1,2,0.2,1
21.418316,105.429159,Tuyên Quang,13,north,0,8,2,storm,2,3,3,2,0.7,1
15.575412,108.251461,Đà Nẵng,31,central,1,3,0,flood,0,4,2,4,0.2,1
10.40064,105.958438,Đồng Tháp,55,south,3,10,2,landslide,1,5,1,1,1.0,1
13.923628,109.641735,Bình Định,34,central,1,11,1,flood,0,4,3,4,0.9,4
11.220764,108.837429,Ninh Thuận,37,central,1,12,1,landslide,1,3,2,3,0.4,1
10.297437,106.063361,Đồng Tháp,55,south,3,7,2,storm,2,5,1,1,0.6,1
20.924633,105.8626,Thái Bình,21,north,0,6,2,flood,0,4,1,3,0.6,2
21.314122,106.344337,Hải Phòng,1,north,0,12,1,flood,0,4,1,3,0.5,2
11.544639,105.740372,Tây Ninh,46,south,3,12,1,flood,0,2,1,1,0.5,1
10.553143,107.18942,Bà Rịa-Vũng Tàu,49,south,3,2,0,flood,0,3,1,2,0.2,1
11.03509,106.445589,Long An,50,south,3,12,1,flood,0,4,1,1,0.5,2
18.261746,106.215924,Hà Tĩnh,27,central,1,7,2,storm,2,5,3,5,0.6,3
12.747367,108.529848,Đắk Lắk,41,highlands,2,10,2,storm,2,3,3,2,1.0,2
23.19753,105.120323,Hà Giang,14,north,0,1,0,landslide,1,4,5,1,0.3,2
19.104904,104.758293,Nghệ An,26,central,1,1,0,flood,0,5,4,4,0.3,2
20.579394,105.890091,Nam Định,23,north,0,1,0,flood,0,4,1,3,0.3,1
11.272036,106.374424,Bình Dương,47,south,3,3,0,storm,2,3,1,1,0.1,1
18.279144,106.22352,Hà Tĩnh,27,central,1,9,2,flood,0,5,3,5,1.0,5
12.589396,109.514417,Phú Yên,35,central,1,4,0,landslide,1,4,2,4,0.3,1
10.311611,105.281931,Cần Thơ,58,south,3,10,2,landslide,1,4,1,1,1.0,1
20.024457,105.329678,Thanh Hóa,25,central,1,9,2,storm,2,5,3,4,0.9,4
21.33782,104.888283,Tuyên Quang,13,north,0,5,1,landslide,1,3,3,2,0.5,2
10.086414,107.254023,Bà Rịa-Vũng Tàu,49,south,3,10,2,landslide,1,3,1,2,1.0,1
11.120453,108.13349,Bình Thuận,38,central,1,12,1,storm,2,3,2,3,0.4,1
20.258159,106.139761,Hưng Yên,20,north,0,8,2,landslide,1,3,1,2,0.8,1
18.381753,106.296211,Hà Tĩnh,27,central,1,4,0,landslide,1,5,3,5,0.3,1
20.489428,106.114372,Hưng Yên,20,north,0,4,0,landslide,1,3,1,2,0.3,1
10.782527,107.274895,Đồng Nai,48,south,3,7,2,flood,0,3,1,2,0.7,2
14.022082,109.478343,Bình Định,34,central,1,3,0,landslide,1,4,3,4,0.2,1
10.6839,106.997165,TP.HCM,44,south,3,1,0,flood,0,4,1,2,0.3,2
21.146005,105.267996,Vĩnh Phúc,16,north,0,7,2,storm,2,2,1,2,0.6,2
23.013226,105.379257,Hà Giang,14,north,0,7,2,storm,2,4,5,1,0.6,1
21.20789,105.580472,Hà Nội,0,north,0,4,0,landslide,1,3,1,2,0.3,1
10.876323,106.113352,Bình Dương,47,south,3,4,0,storm,2,3,1,1,0.2,1
22.419803,105.092002,Hà Giang,14,north,0,6,2,landslide,1,4,5,1,0.6,3
21.757607,106.177655,Bắc Kạn,12,north,0,11,1,flood,0,3,4,2,0.9,2
14.033692,107.616027,Gia Lai,40,highlands,2,11,1,landslide,1,3,3,2,0.8,3
16.388839,108.275726,Đà Nẵng,31,central,1,2,0,storm,2,4,2,4,0.1,1
21.116776,106.07846,Bắc Ninh,18,north,0,10,2,flood,0,2,1,2,1.0,2
15.379414,108.679123,Quảng Ngãi,33,central,1,1,0,landslide,1,5,3,4,0.3,1
11.743997,109.032533,Ninh Thuận,37,central,1,4,0,landslide,1,3,2,3,0.3,1
9.934808,106.077163,Cần Thơ,58,south,3,5,1,storm,2,4,1,1,0.3,1
22.485996,103.586491,Lai Châu,7,north,0,8,2,flood,0,4,5,1,0.8,3
10.40386,106.364612,Vĩnh Long,54,south,3,2,0,landslide,1,4,1,1,0.2,1
15.67232,108.112537,Đà Nẵng,31,central,1,2,0,flood,0,4,2,4,0.2,1
10.83777,107.552579,Đồng Nai,48,south,3,9,2,landslide,1,3,1,2,1.0,1
14.133432,108.470605,Kon Tum,39,highlands,2,9,2,landslide,1,3,4,2,1.0,4
20.880784,106.119853,Hưng Yên,20,north,0,8,2,flood,0,3,1,2,0.8,3
15.798567,108.178616,Quảng Nam,32,central,1,4,0,landslide,1,5,4,5,0.3,1
15.990455,108.376433,Quảng Nam,32,central,1,1,0,landslide,1,5,4,5,0.3,1
11.358111,107.931832,Bình Thuận,38,central,1,5,1,flood,0,3,2,3,0.5,2
23.028659,105.143844,Hà Giang,14,north,0,3,0,landslide,1,4,5,1,0.2,1
18.734882,105.671325,Hà Tĩnh,27,central,1,8,2,flood,0,5,3,5,0.8,4
15.927217,108.66645,Đà Nẵng,31,central,1,1,0,landslide,1,4,2,4,0.3,1
16.334375,107.159793,Quảng Trị,29,central,1,2,0,flood,0,5,4,5,0.2,1
21.355947,105.878182,Vĩnh Phúc,16,north,0,4,0,storm,2,2,1,2,0.2,1
22.28025,103.751273,Lào Cai,3,north,0,10,2,landslide,1,4,5,2,1.0,5
10.126785,106.307358,Long An,50,south,3,3,0,landslide,1,4,1,1,0.2,1
21.345655,104.484671,Yên Bái,4,north,0,1,0,landslide,1,4,4,2,0.3,1
13.894652,107.938418,Gia Lai,40,highlands,2,1,0,landslide,1,3,3,2,0.3,1
21.15202,107.144647,Hải Phòng,1,north,0,5,1,landslide,1,4,1,3,0.5,1
21.150895,105.358013,Hà Nội,0,north,0,2,0,landslide,1,3,1,2,0.2,1
21.000413,105.857419,Hải Dương,19,north,0,6,2,storm,2,3,1,2,0.5,1
20.95147,103.490907,Điện Biên,5,north,0,6,2,flood,0,3,4,1,0.6,2
10.335088,105.569137,Vĩnh Long,54,south,3,6,2,flood,0,4,1,1,0.6,2
10.414165,106.271603,Bến Tre,52,south,3,5,1,landslide,1,4,1,2,0.5,1
13.142612,109.534597,Phú Yên,35,central,1,9,2,landslide,1,4,2,4,1.0,2
10.688665,106.422023,Bến Tre,52,south,3,9,2,storm,2,4,1,2,0.9,2
21.12162,106.031791,Vĩnh Phúc,16,north,0,6,2,storm,2,2,1,2,0.5,1
21.429972,104.409985,Yên Bái,4,north,0,5,1,flood,0,4,4,2,0.5,2
20.808407,105.636757,Hưng Yên,20,north,0,6,2,storm,2,3,1,2,0.5,1
21.071914,105.581754,Phú Thọ,15,north,0,3,0,flood,0,3,2,2,0.2,1
10.155984,105.033052,Kiên Giang,57,south,3,4,0,storm,2,4,1,2,0.2,1
20.633514,105.84167,Ninh Bình,24,north,0,5,1,flood,0,4,2,2,0.5,2
15.784726,108.523902,Đà Nẵng,31,central,1,7,2,landslide,1,4,2,4,0.7,1
21.144889,103.728668,Sơn La,6,north,0,4,0,landslide,1,3,5,2,0.3,1
20.64636,106.627967,Nam Định,23,north,0,12,1,landslide,1,4,1,3,0.4,1
